Datetime,PJME_MW,delay
2002-12-31 01:00:00,26498.0,0
Datetime,PJME_MW,delay
2002-12-31 11:00:00,32371.0,1
Datetime,PJME_MW,delay
2013-08-04 19:00:00,34676.0,21083
Datetime,PJME_MW,delay
2003-11-10 20:00:00,36017.0,2110
Datetime,PJME_MW,delay
2013-08-03 07:00:00,25963.0,21084
Datetime,PJME_MW,delay
2013-08-03 08:00:00,27139.0,21085
Datetime,PJME_MW,delay
2013-08-03 09:00:00,29139.0,21086
Datetime,PJME_MW,delay
2013-08-03 12:00:00,32894.0,21087
Datetime,PJME_MW,delay
2013-08-03 21:00:00,33153.0,21088
Datetime,PJME_MW,delay
2013-08-03 22:00:00,32722.0,21089
Datetime,PJME_MW,delay
2013-08-02 06:00:00,26747.0,21090
Datetime,PJME_MW,delay
2013-08-02 10:00:00,35861.0,21091
Datetime,PJME_MW,delay
2013-08-02 11:00:00,37869.0,21092
Datetime,PJME_MW,delay
2013-08-02 12:00:00,39556.0,21093
Datetime,PJME_MW,delay
2013-08-02 23:00:00,35129.0,21094
Datetime,PJME_MW,delay
2013-08-03,32081.0,21095
Datetime,PJME_MW,delay
2013-08-01 08:00:00,32713.0,21096
Datetime,PJME_MW,delay
2013-08-01 13:00:00,37119.0,21097
Datetime,PJME_MW,delay
2013-08-01 16:00:00,37698.0,21098
Datetime,PJME_MW,delay
2013-08-01 20:00:00,36676.0,21099
Datetime,PJME_MW,delay
2013-08-01 21:00:00,36875.0,21100
Datetime,PJME_MW,delay
2013-07-31 08:00:00,30557.0,21101
Datetime,PJME_MW,delay
2013-07-31 10:00:00,34692.0,21102
Datetime,PJME_MW,delay
2013-07-31 13:00:00,39450.0,21103
Datetime,PJME_MW,delay
2013-07-31 14:00:00,40434.0,21104
Datetime,PJME_MW,delay
2013-07-31 17:00:00,41507.0,21105
Datetime,PJME_MW,delay
2013-08-01,31988.0,21106
Datetime,PJME_MW,delay
2013-07-30 03:00:00,25081.0,21107
Datetime,PJME_MW,delay
2013-07-30 04:00:00,24519.0,21108
Datetime,PJME_MW,delay
2013-07-30 08:00:00,30218.0,21109
Datetime,PJME_MW,delay
2013-07-30 12:00:00,37332.0,21110
Datetime,PJME_MW,delay
2013-07-30 16:00:00,40652.0,21111
Datetime,PJME_MW,delay
2013-07-30 18:00:00,41603.0,21112
Datetime,PJME_MW,delay
2013-07-30 21:00:00,38135.0,21113
